aluminum_foil.txt		Hansen, 1993(109)	Contact angle	γs = 39.4 mJ/m2 (γsd = 31.3, γsp = 8.1);         Test liquids: water and diiodomethane, by harmonic mean | no temp cited                                    equation. Sample aged for one day.
aluminum_foil.txt		Hansen, 1993(109)	Contact angle	γs = 42.9 mJ/m2 (γsd = 32.1, γsp = 10.8);        Test liquids: water and diiodomethane, by harmonic mean | no temp cited                                    equation. Sample aged for 14 days.
butyl_rubber.txt		Crocker, 1969(111)	Critical ST	γc = 27 mJ/m2; no temp cited                     Test liquids not known.
butyl_rubber.txt		Shafrin, 1975(297)	Critical ST	γc = 27 mJ/m2; 20oC                              Test liquids not known.
butyl_rubber.txt		Budziak, 1991(235)	Contact angle	θWA = 110.8-113.3o; no temp cited
butyl_rubber.txt		van Oss, 1989(22)	Contact angle	γs = 25.0 mJ/m2 (γsLW = 25.0, γsAB = 0.0,        Test liquids water, alpha-bromonaphthalene, diiodomethane, | γs+ = 0.0, γs- = 0.0); 20oC                      formamide, and glycerin; acid-base analysis.
butyl_rubber.txt		Roe, 1968(32)	From polymer melt	γs = 34.0 mJ/m2; 20oC                            Measurement by pendant drop of polymer melt extrapolated | to 20oC. Mn = 2700.
butyl_rubber.txt		LeGrand, 1969(36)	From polymer melt	γs = 35.6 mJ/m2; 24oC                            Measurement by pendant drop of polymer melt extrapolated | to 20oC; various molecular weights.
butyl_rubber.txt		Wu, 1969(28)	From polymer melt	γs = 33.6 mJ/m2; 20oC                            Measurement by pendant drop of polymer melt extrapolated | to 20oC. Mn = 2700. | (d)
butyl_rubber.txt		Sewell, 1971(193)	Calculated	γs = 19.5 mJ/m2; no temp cited                   Calculated from parachor and cohesive energy. | (d)
butyl_rubber.txt		Sewell, 1971(193)	Calculated	γs = 20.4 mJ/m2; no temp cited                   Calculated by least squares from cohesive energy and molar | volume.
butyl_rubber.txt		Wu, 1974(47)	Calculated	γs = 34.6 mJ/m2; 20oC                            Calculated from free volume theory and molecular weight.
butyl_rubber.txt		Wu, 1974(47)	Calculated	γs = 35.6 mJ/m2; 20oC                            Calculated from free volume theory and molecular weight.
butyl_rubber.txt		Wu, 1982(18)	Calculated	γs = 30.8 mJ/m2; 20oC                            Calculated from cohesive energy density and solubility | parameters.
butyl_rubber.txt		Wu, 1982(18)	Calculated	γs = 34.5 mJ/m2; 20oC                            Calculated from liquid homologs. Infinite molecular weight.
butyl_rubber.txt		Van Ness, 1992(186)	Calculated	γs = 35.1 mJ/m2; 20oC                            Calculated molten surface tension value, extrapolated to 20oC. | Surface-tension.de, 2007(110)
butyl_rubber.txt			Unknown	γs = 33.6 mJ/m2 (γsd = 33.6, γsp = 0.0); 20oC    No details available.
cellulose_acetate.txt		Hamilton, 1972(74)	Critical ST	γc = 36 mJ/m2; no temp cited                      Test liquids: water and octane.
cellulose_acetate.txt		Kutsch, 1993(102)	Critical ST	γc = 39 mJ/m2; no temp cited                      Test liquids not known.
cellulose_acetate.txt		van Oss, 1989(22)	Contact angle	θWY = 54.5o; 20oC
cellulose_acetate.txt		Busscher, 1981(72)	Contact angle	γs = 38.2 mJ/m2 (γsd = 29.7, γsp = 8.5);          Test liquids: water and propanol. | no temp cited
